source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource
cortisone acetate	Compound	DrugBank:DB01380	Addisonian crisis	Disease	UMLS:C0151467	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Pemphigus	Disease	UMLS:C0030807	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Asthma	Disease	UMLS:C0004096	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Anemia, Diamond-Blackfan	Disease	UMLS:C1260899	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Bursitis	Disease	UMLS:C0006444	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Sarcoidosis	Disease	UMLS:C0036202	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Lupus Erythematosus, Systemic	Disease	UMLS:C0024141	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Recurrent herpes simplex labialis	Disease	UMLS:C1274321	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Rosacea	Disease	UMLS:C0035854	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Exanthema	Disease	UMLS:C0015230	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Allergic Conjunctivitis	Disease	UMLS:C0009766	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Autoimmune hemolytic anemia	Disease	UMLS:C0002880	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Lymphoma, T-Cell, Cutaneous	Disease	UMLS:C0079773	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Tinea Pedis	Disease	UMLS:C0040259	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Lymphoma, Follicular	Disease	UMLS:C0024301	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Serum Sickness	Disease	UMLS:C0036830	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Otitis Externa	Disease	UMLS:C0029878	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Mycosis Fungoides	Disease	UMLS:C0026948	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Inflammatory Bowel Diseases	Disease	UMLS:C0021390	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Congenital adrenal hyperplasia	Disease	UMLS:C0001627	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Post traumatic osteoarthritis	Disease	UMLS:C2894027	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Tendinitis	Disease	UMLS:C0039503	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Malignant otitis externa due to Pseudomonas aeruginosa	Disease	UMLS:C0395818	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Proctitis	Disease	UMLS:C0033246	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Uveitis	Disease	UMLS:C0042164	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Pruritus Ani	Disease	UMLS:C0033775	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Pruritus of genital organs	Disease	UMLS:C0033777	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Dermatitis Herpetiformis	Disease	UMLS:C0011608	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Psoriasis of scalp	Disease	UMLS:C0406326	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Seborrheic dermatitis	Disease	UMLS:C0036508	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Arthritis, Gouty	Disease	UMLS:C0003868	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Synovitis	Disease	UMLS:C0039103	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Hemorrhoids	Disease	UMLS:C0019112	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Addison Disease	Disease	UMLS:C0001403	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Cerebral Edema	Disease	UMLS:C0006114	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Erythema Multiforme	Disease	UMLS:C0014742	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Corneal Abrasions	Disease	UMLS:C0010032	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Humoral hypercalcemia of malignancy (disorder)	Disease	UMLS:C0149911	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Dermatologic disorders	Disease	UMLS:C0037274	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Corneal Ulcer	Disease	UMLS:C0010043	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Disorder of eye	Disease	UMLS:C0015397	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Musculoskeletal Diseases	Disease	UMLS:C0026857	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Exfoliative dermatitis	Disease	UMLS:C0011606	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Keratitis	Disease	UMLS:C0022568	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Epicondylitis	Disease	UMLS:C0014488	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Nephrotic Syndrome	Disease	UMLS:C0027726	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Bacterial keratitis	Disease	UMLS:C0854211	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Iridocyclitis	Disease	UMLS:C0022073	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Lichen Simplex Chronicus	Disease	UMLS:C0149922	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Dermatitis, Atopic	Disease	UMLS:C0011615	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Hodgkin Disease	Disease	UMLS:C0019829	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Thyroiditis	Disease	UMLS:C0040147	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Laryngeal Edema	Disease	UMLS:C0023052	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Transplanted organ rejection	Disease	UMLS:C0345468	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Tenosynovitis	Disease	UMLS:C0039520	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Acute lymphocytic leukemia	Disease	UMLS:C0023449	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Berylliosis	Disease	UMLS:C0005138	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Chronic small plaque psoriasis	Disease	UMLS:C0406317	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Infective blepharitis	Disease	UMLS:C0729587	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Adrenogenital disorder	Disease	UMLS:C0701163	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Ankylosing spondylitis	Disease	UMLS:C0038013	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Tinea corporis (disorder)	Disease	UMLS:C0040252	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Blepharoconjunctivitis	Disease	UMLS:C0005743	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Chronic discoid lupus erythematosus	Disease	UMLS:C0024138	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Simple Pulmonary Eosinophilia	Disease	UMLS:C0242459	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Acquired thrombocytopenia	Disease	UMLS:C0154301	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Psoriasis	Disease	UMLS:C0033860	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Adrenal cortical hypofunction	Disease	UMLS:C0405580	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Trichinellosis	Disease	UMLS:C0040896	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Chronic ulcerative proctitis	Disease	UMLS:C2937222	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Contact Dermatitis	Disease	UMLS:C0011616	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Tinea cruris	Disease	UMLS:C1384589	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Itching of ear	Disease	UMLS:C0849907	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Rheumatoid Arthritis	Disease	UMLS:C0003873	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Allergic rhinitis (disorder)	Disease	UMLS:C2607914	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Tuberculosis, Miliary	Disease	UMLS:C0041321	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Acne Vulgaris	Disease	UMLS:C0001144	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Multiple Sclerosis	Disease	UMLS:C0026769	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Iritis	Disease	UMLS:C0022081	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Ulcerative Colitis	Disease	UMLS:C0009324	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Autoimmune Diseases	Disease	UMLS:C0004364	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Inflammatory dermatosis	Disease	UMLS:C3875321	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Rheumatic Heart Disease	Disease	UMLS:C0035439	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Crohn Disease	Disease	UMLS:C0010346	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Arthritis, Psoriatic	Disease	UMLS:C0003872	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Cyclitis	Disease	UMLS:C0010543	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Juvenile arthritis	Disease	UMLS:C3495559	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Aphthous Stomatitis	Disease	UMLS:C0038363	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Angioedema	Disease	UMLS:C0002994	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Aspiration pneumonitis	Disease	UMLS:C1761609	RepoDB::therapeutic::Compound:Disease	RepoDB
cortisone acetate	Compound	DrugBank:DB01380	Infective otitis externa	Disease	UMLS:C0021355	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Rheumatoid Arthritis	Disease	UMLS:C0003873	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Influenza-like symptoms	Disease	UMLS:C0392171	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Migraine Disorders	Disease	UMLS:C0149931	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Back Pain	Disease	UMLS:C0004604	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Degenerative polyarthritis	Disease	UMLS:C0029408	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Headache Disorders	Disease	UMLS:C0393735	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Common Cold	Disease	UMLS:C0009443	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Pain	Disease	UMLS:C0030193	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Sinus headache	Disease	UMLS:C0037195	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Toothache	Disease	UMLS:C0040460	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Myocardial Infarction	Disease	UMLS:C0027051	RepoDB::therapeutic::Compound:Disease	RepoDB
acetylsalicylic acid	Compound	DrugBank:DB00945	Arthralgia	Disease	UMLS:C0003862	RepoDB::therapeutic::Compound:Disease	RepoDB
cromoglicic acid	Compound	DrugBank:DB01003	Asthma	Disease	UMLS:C0004096	RepoDB::therapeutic::Compound:Disease	RepoDB
cromoglicic acid	Compound	DrugBank:DB01003	Allergic rhinitis (disorder)	Disease	UMLS:C2607914	RepoDB::therapeutic::Compound:Disease	RepoDB
cromoglicic acid	Compound	DrugBank:DB01003	Conjunctivitis, Giant Papillary	Disease	UMLS:C0009769	RepoDB::therapeutic::Compound:Disease	RepoDB
cromoglicic acid	Compound	DrugBank:DB01003	Allergic Conjunctivitis	Disease	UMLS:C0009766	RepoDB::therapeutic::Compound:Disease	RepoDB
cromoglicic acid	Compound	DrugBank:DB01003	Conjunctivitis, Vernal	Disease	UMLS:C0009773	RepoDB::therapeutic::Compound:Disease	RepoDB
cromoglicic acid	Compound	DrugBank:DB01003	Keratoconjunctivitis, Vernal	Disease	UMLS:C0022577	RepoDB::therapeutic::Compound:Disease	RepoDB
cromoglicic acid	Compound	DrugBank:DB01003	Mastocytosis, Systemic	Disease	UMLS:C0221013	RepoDB::therapeutic::Compound:Disease	RepoDB
crotamiton	Compound	DrugBank:DB00265	Scabies <infestation>	Disease	UMLS:C0036262	RepoDB::therapeutic::Compound:Disease	RepoDB
crotamiton	Compound	DrugBank:DB00265	Pruritus	Disease	UMLS:C0033774	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Coughing	Disease	UMLS:C0010200	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Hay fever	Disease	UMLS:C0018621	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Motion Sickness	Disease	UMLS:C0026603	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Rhinorrhea	Disease	UMLS:C1260880	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Allergic rhinitis (disorder)	Disease	UMLS:C2607914	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Nasal congestion (finding)	Disease	UMLS:C0027424	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Rhinitis, Vasomotor	Disease	UMLS:C0035460	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Allergic Conjunctivitis	Disease	UMLS:C0009766	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Common Cold	Disease	UMLS:C0009443	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclizine	Compound	DrugBank:DB01176	Sneezing	Disease	UMLS:C0037383	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclobenzaprine	Compound	DrugBank:DB00924	Muscle Spasticity	Disease	UMLS:C0026838	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclopentolate	Compound	DrugBank:DB00979	Cycloplegia	Disease	UMLS:C0235238	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclopentolate	Compound	DrugBank:DB00979	Mydriasis	Disease	UMLS:C0026961	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Lymphoma	Disease	UMLS:C0024299	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Multiple Myeloma	Disease	UMLS:C0026764	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Mycosis Fungoides	Disease	UMLS:C0026948	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Neuroblastoma	Disease	UMLS:C0027819	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Retinoblastoma	Disease	UMLS:C0035335	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Breast Carcinoma	Disease	UMLS:C0678222	RepoDB::therapeutic::Compound:Disease	RepoDB
cyclophosphamide	Compound	DrugBank:DB00531	Primary amyloidosis	Disease	UMLS:C0268381	RepoDB::therapeutic::Compound:Disease	RepoDB
cycloserine	Compound	DrugBank:DB00260	Urinary tract infection caused by Escherichia coli	Disease	UMLS:C0577708	RepoDB::therapeutic::Compound:Disease	RepoDB
cycloserine	Compound	DrugBank:DB00260	Tuberculosis, Pulmonary	Disease	UMLS:C0041327	RepoDB::therapeutic::Compound:Disease	RepoDB
cycloserine	Compound	DrugBank:DB00260	Acute tuberculosis	Disease	UMLS:C0275959	RepoDB::therapeutic::Compound:Disease	RepoDB
cycloserine	Compound	DrugBank:DB00260	Bacterial urinary infection	Disease	UMLS:C0729524	RepoDB::therapeutic::Compound:Disease	RepoDB
acipimox	Compound	DrugBank:DB09055	Hyperlipoproteinemias	Disease	UMLS:C0020476	RepoDB::therapeutic::Compound:Disease	RepoDB
ciclosporin	Compound	DrugBank:DB00091	Rheumatoid Arthritis	Disease	UMLS:C0003873	RepoDB::therapeutic::Compound:Disease	RepoDB
ciclosporin	Compound	DrugBank:DB00091	Dry Eye Syndromes	Disease	UMLS:C0013238	RepoDB::therapeutic::Compound:Disease	RepoDB
ciclosporin	Compound	DrugBank:DB00091	Keratoconjunctivitis Sicca	Disease	UMLS:C0022575	RepoDB::therapeutic::Compound:Disease	RepoDB
cycrimine	Compound	DrugBank:DB00942	Parkinson Disease	Disease	UMLS:C0030567	RepoDB::therapeutic::Compound:Disease	RepoDB
cyproheptadine	Compound	DrugBank:DB00434	Rhinorrhea	Disease	UMLS:C1260880	RepoDB::therapeutic::Compound:Disease	RepoDB
cyproheptadine	Compound	DrugBank:DB00434	Allergic Conjunctivitis	Disease	UMLS:C0009766	RepoDB::therapeutic::Compound:Disease	RepoDB
cyproheptadine	Compound	DrugBank:DB00434	Nasal congestion (finding)	Disease	UMLS:C0027424	RepoDB::therapeutic::Compound:Disease	RepoDB
cyproheptadine	Compound	DrugBank:DB00434	Urticaria	Disease	UMLS:C0042109	RepoDB::therapeutic::Compound:Disease	RepoDB
cyproheptadine	Compound	DrugBank:DB00434	Sneezing	Disease	UMLS:C0037383	RepoDB::therapeutic::Compound:Disease	RepoDB
cyproheptadine	Compound	DrugBank:DB00434	Dermatographic urticaria	Disease	UMLS:C0343065	RepoDB::therapeutic::Compound:Disease	RepoDB
cyproheptadine	Compound	DrugBank:DB00434	Allergic rhinitis (disorder)	Disease	UMLS:C2607914	RepoDB::therapeutic::Compound:Disease	RepoDB
cyproheptadine	Compound	DrugBank:DB00434	Pruritus	Disease	UMLS:C0033774	RepoDB::therapeutic::Compound:Disease	RepoDB
mercaptamine	Compound	DrugBank:DB00847	Nephropathic cystinosis	Disease	UMLS:C2931187	RepoDB::therapeutic::Compound:Disease	RepoDB
cysteine	Compound	DrugBank:DB00151	Bronchitis	Disease	UMLS:C0006277	RepoDB::therapeutic::Compound:Disease	RepoDB
cysteine	Compound	DrugBank:DB00151	Poisoning caused by acetaminophen	Disease	UMLS:C0237963	RepoDB::therapeutic::Compound:Disease	RepoDB
cysteine	Compound	DrugBank:DB00151	Amyloidosis	Disease	UMLS:C0002726	RepoDB::therapeutic::Compound:Disease	RepoDB
cysteine	Compound	DrugBank:DB00151	Pulmonary Cystic Fibrosis	Disease	UMLS:C0392164	RepoDB::therapeutic::Compound:Disease	RepoDB
cysteine	Compound	DrugBank:DB00151	Bronchiectasis	Disease	UMLS:C0006267	RepoDB::therapeutic::Compound:Disease	RepoDB
cytarabine	Compound	DrugBank:DB00987	Metastatic Malignant Neoplasm to the Leptomeninges	Disease	UMLS:C1704231	RepoDB::therapeutic::Compound:Disease	RepoDB
cytarabine	Compound	DrugBank:DB00987	Acute Promyelocytic Leukemia	Disease	UMLS:C0023487	RepoDB::therapeutic::Compound:Disease	RepoDB
cytarabine	Compound	DrugBank:DB00987	Leukemia, Myelocytic, Acute	Disease	UMLS:C0023467	RepoDB::therapeutic::Compound:Disease	RepoDB
cytarabine	Compound	DrugBank:DB00987	Acute lymphocytic leukemia	Disease	UMLS:C0023449	RepoDB::therapeutic::Compound:Disease	RepoDB
dacarbazine	Compound	DrugBank:DB00851	Hodgkin Disease	Disease	UMLS:C0019829	RepoDB::therapeutic::Compound:Disease	RepoDB
dacarbazine	Compound	DrugBank:DB00851	Malignant melanoma, metastatic	Disease	UMLS:C0860594	RepoDB::therapeutic::Compound:Disease	RepoDB
dactinomycin	Compound	DrugBank:DB00970	Gestational Trophoblastic Neoplasms	Disease	UMLS:C1135868	RepoDB::therapeutic::Compound:Disease	RepoDB
dactinomycin	Compound	DrugBank:DB00970	Nephroblastoma	Disease	UMLS:C0027708	RepoDB::therapeutic::Compound:Disease	RepoDB
dactinomycin	Compound	DrugBank:DB00970	Rhabdomyosarcoma	Disease	UMLS:C0035412	RepoDB::therapeutic::Compound:Disease	RepoDB
dactinomycin	Compound	DrugBank:DB00970	Ewings sarcoma	Disease	UMLS:C0553580	RepoDB::therapeutic::Compound:Disease	RepoDB
dactinomycin	Compound	DrugBank:DB00970	Malignant neoplasm of testis	Disease	UMLS:C0153594	RepoDB::therapeutic::Compound:Disease	RepoDB
dalbavancin	Compound	DrugBank:DB06219	Staphylococcal Skin Infections	Disease	UMLS:C0038166	RepoDB::therapeutic::Compound:Disease	RepoDB
dalbavancin	Compound	DrugBank:DB06219	Skin Diseases, Bacterial	Disease	UMLS:C0162627	RepoDB::therapeutic::Compound:Disease	RepoDB
dalfopristin	Compound	DrugBank:DB01764	Group A Streptococcal Infections	Disease	UMLS:C0554628	RepoDB::therapeutic::Compound:Disease	RepoDB
danazol	Compound	DrugBank:DB01406	Endometriosis	Disease	UMLS:C0014175	RepoDB::therapeutic::Compound:Disease	RepoDB
danazol	Compound	DrugBank:DB01406	Breast Fibrocystic Disease	Disease	UMLS:C0016034	RepoDB::therapeutic::Compound:Disease	RepoDB
dantrolene	Compound	DrugBank:DB01219	Malignant hyperpyrexia due to anesthesia	Disease	UMLS:C0024591	RepoDB::therapeutic::Compound:Disease	RepoDB
dantrolene	Compound	DrugBank:DB01219	Muscle Spasticity	Disease	UMLS:C0026838	RepoDB::therapeutic::Compound:Disease	RepoDB
dantrolene	Compound	DrugBank:DB01219	Muscle spasticity of spinal origin	Disease	UMLS:C1562430	RepoDB::therapeutic::Compound:Disease	RepoDB
dapsone	Compound	DrugBank:DB00250	Acne Vulgaris	Disease	UMLS:C0001144	RepoDB::therapeutic::Compound:Disease	RepoDB
dapsone	Compound	DrugBank:DB00250	Leprosy	Disease	UMLS:C0023343	RepoDB::therapeutic::Compound:Disease	RepoDB
dapsone	Compound	DrugBank:DB00250	Dermatitis Herpetiformis	Disease	UMLS:C0011608	RepoDB::therapeutic::Compound:Disease	RepoDB
daptomycin	Compound	DrugBank:DB00080	Right-sided Staphylococcus aureus endocarditis	Disease	UMLS:C1960924	RepoDB::therapeutic::Compound:Disease	RepoDB
daptomycin	Compound	DrugBank:DB00080	Sepsis due to Staphylococcus aureus	Disease	UMLS:C2887088	RepoDB::therapeutic::Compound:Disease	RepoDB
daptomycin	Compound	DrugBank:DB00080	Sepsis caused by methicillin resistant Staphylococcus aureus	Disease	UMLS:C3164390	RepoDB::therapeutic::Compound:Disease	RepoDB
daptomycin	Compound	DrugBank:DB00080	Methicillin resistant Staphylococcus aureus skin infection	Disease	UMLS:C5567802	RepoDB::therapeutic::Compound:Disease	RepoDB
daptomycin	Compound	DrugBank:DB00080	MRSA infection of postoperative wound	Disease	UMLS:C0585966	RepoDB::therapeutic::Compound:Disease	RepoDB
daptomycin	Compound	DrugBank:DB00080	MRSA - Methicillin resistant Staphylococcus aureus infection	Disease	UMLS:C0343401	RepoDB::therapeutic::Compound:Disease	RepoDB
darifenacin	Compound	DrugBank:DB00496	Bladder muscle dysfunction - overactive	Disease	UMLS:C0403643	RepoDB::therapeutic::Compound:Disease	RepoDB
darifenacin	Compound	DrugBank:DB00496	Urge Incontinence	Disease	UMLS:C0150045	RepoDB::therapeutic::Compound:Disease	RepoDB
darifenacin	Compound	DrugBank:DB00496	Urgency of micturition	Disease	UMLS:C0085606	RepoDB::therapeutic::Compound:Disease	RepoDB
dasatinib	Compound	DrugBank:DB01254	Philadelphia chromosome positive chronic myelogenous leukemia	Disease	UMLS:C0279543	RepoDB::therapeutic::Compound:Disease	RepoDB
dasatinib	Compound	DrugBank:DB01254	Blast Phase	Disease	UMLS:C0005699	RepoDB::therapeutic::Compound:Disease	RepoDB
