"drug_name","drugbank_id","ind_name","ind_id","NCT","status","phase","DetailedStatus"
NA,"DB09550","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01607","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00684","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00440","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00207","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00355","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00512","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00626","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00314","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB09096","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB06799","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB11476","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB05245","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00781","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00994","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00803","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB09320","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00578","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00833","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01326","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00535","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01413","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00671","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00274","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01328","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01329","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00493","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01330","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01331","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00438","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01415","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01332","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01212","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01112","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00446","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB09093","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01597","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00827","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00537","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01211","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00766","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01190","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB01147","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00260","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00618","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00485","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
NA,"DB00254","Osteomyelitis","C0029443","NCT02099240","Terminated","Early Phase 1","Not enough patient enrollment and lack of staffing"
"paclitaxel","DB01229","Non-Small Cell Lung Carcinoma","C0007131","NCT02322281","Terminated","Phase 3","Sponsor discontinued development of CO-1686 for NSCLC"
NA,"DB00642","Non-Small Cell Lung Carcinoma","C0007131","NCT02322281","Terminated","Phase 3","Sponsor discontinued development of CO-1686 for NSCLC"
NA,"DB01248","Non-Small Cell Lung Carcinoma","C0007131","NCT02322281","Terminated","Phase 3","Sponsor discontinued development of CO-1686 for NSCLC"
"paclitaxel","DB01229","Malignant neoplasm of breast","C0006142","NCT01009983","Terminated","Phase 2","Slow accrual"
NA,"DB00958","Malignant neoplasm of breast","C0006142","NCT01009983","Terminated","Phase 2","Slow accrual"
NA,"DB01269","Malignant neoplasm of breast","C0006142","NCT01009983","Terminated","Phase 2","Slow accrual"
"insulin glargine","DB00030","Obesity","C0028754","NCT01581736","Terminated","Phase 1","PI job change"
"paclitaxel","DB01229","Malignant neoplasm of breast","C0006142","NCT00397761","Withdrawn","Phase 2/Phase 3",NA
NA,"DB01101","Malignant neoplasm of breast","C0006142","NCT00397761","Withdrawn","Phase 2/Phase 3",NA
"erlotinib","DB00530","Non-Small Cell Lung Carcinoma","C0007131","NCT01728181","Withdrawn","Phase 1/Phase 2","Stopped before approval due to ineffective drug"
"dasatinib","DB01254","Myeloid Leukemia, Chronic","C0023473","NCT00895297","Terminated","Phase 2","Slow recruitment. No safety concerns during this study."
"famotidine","DB00927","COVID19 (disease)","C5203670","NCT05077969","Terminated","Phase 2","Low recruitment"
NA,"DB00482","COVID19 (disease)","C5203670","NCT05077969","Terminated","Phase 2","Low recruitment"
"bupivacaine","DB00297","Pain","C0030193","NCT02933814","Withdrawn","Phase 3","Inadequate number of subjects meet study criteria"
"cannabidiol","DB09061","COVID19 (disease)","C5203670","NCT04615949","Terminated","Phase 2/Phase 3","The changing nature of COVID-19 including a more vaccinated population, increasing natural population immunity, milder variants and other related factors has meant that it is no longer realistic to recruit the patients in a reasonable time frame."
"letrozole","DB01006","Malignant neoplasm of breast","C0006142","NCT00880009","Terminated","Phase 2","See termination reason in detailed description."
"dronabinol","DB00470","Schizophrenia","C0036341","NCT01832766","Terminated","Phase 1/Phase 2","Unable to find subjects with schizophrenia that were using only cannabis"
"erlotinib","DB00530","Non-Small Cell Lung Carcinoma","C0007131","NCT02080078","Terminated","Phase 1","REB decision"
NA,"DB00277","Non-Small Cell Lung Carcinoma","C0007131","NCT02080078","Terminated","Phase 1","REB decision"
NA,"DB01223","Non-Small Cell Lung Carcinoma","C0007131","NCT02080078","Terminated","Phase 1","REB decision"
"celecoxib","DB00482","Malignant neoplasm of breast","C0006142","NCT00045591","Terminated","Phase 2",NA
"pregabalin","DB00230","Postherpetic neuralgia","C0032768","NCT01058642","Terminated","Phase 2",NA
"trastuzumab","DB00072","Malignant neoplasm of breast","C0006142","NCT03429101","Terminated","Phase 1","Dose limiting toxicity"
"losartan","DB00678","Idiopathic Pulmonary Fibrosis","C1800706","NCT00981747","Terminated","Phase 2/Phase 3","Funding was withdrawn."
NA,"DB00203","Idiopathic Pulmonary Fibrosis","C1800706","NCT00981747","Terminated","Phase 2/Phase 3","Funding was withdrawn."
"finasteride","DB01216","Prostatic Hypertrophy","C1739363","NCT01534351","Terminated","Phase 3","Business Reasons"
NA,"DB00706","Prostatic Hypertrophy","C1739363","NCT01534351","Terminated","Phase 3","Business Reasons"
"fingolimod","DB08868","Multiple Sclerosis","C0026769","NCT01647880","Terminated","Phase 2/Phase 3","delayed recruitment"
"estradiol","DB00783","Urinary Incontinence","C0042024","NCT05458375","Terminated","Early Phase 1","There is a lack of potential study participants at our study site that would meet inclusion criteria, therefore, the study is not feasible and is being terminated."
"cetuximab","DB00002","Squamous cell carcinoma","C0007137","NCT02298595","Withdrawn","Phase 1/Phase 2",NA
"topiramate","DB00273","Obesity","C0028754","NCT00231621","Terminated","Phase 3","The study was terminated prior to completion to focus on the development of a controlled release formulation."
"topiramate","DB00273","Hyperlipidemia","C0020473","NCT00231621","Terminated","Phase 3","The study was terminated prior to completion to focus on the development of a controlled release formulation."
"topiramate","DB00273","Hypertriglyceridemia","C0020557","NCT00231621","Terminated","Phase 3","The study was terminated prior to completion to focus on the development of a controlled release formulation."
"dobutamine","DB00841","Tetralogy of Fallot","C0039685","NCT00564993","Terminated","Phase 3",NA
"erlotinib","DB00530","Polycythemia Vera","C0032463","NCT01038856","Terminated","Phase 2","The study was terminated by the sponsor"
"dexamethasone phosphate","DB01234","Multiple Myeloma","C0026764","NCT02462525","Terminated","Phase 1","No Go decision for ABBV-838"
"natalizumab","DB00108","Multiple Sclerosis, Acute Relapsing","C0393664","NCT02142192","Terminated","Phase 2","Sponsor's decision."
"quetiapine","DB01224","Parkinson Disease","C0030567","NCT04164758","Terminated","Phase 2","Study enrollment impacted by COVID-19 pandemic and Sponsor terminated for business reasons"
"mycophenolate mofetil","DB01024","Myelofibrosis","C0026987","NCT02728700","Terminated","Phase 1","Accrual factor"
NA,"DB00877","Myelofibrosis","C0026987","NCT02728700","Terminated","Phase 1","Accrual factor"
"mycophenolate mofetil","DB01024","Primary Myelofibrosis","C0001815","NCT02728700","Terminated","Phase 1","Accrual factor"
NA,"DB00877","Primary Myelofibrosis","C0001815","NCT02728700","Terminated","Phase 1","Accrual factor"
"mometasone furoate","DB14512","Allergic rhinitis (disorder)","C2607914","NCT02953379","Withdrawn","Phase 3","Sponsor decision"
NA,"DB00764","Allergic rhinitis (disorder)","C2607914","NCT02953379","Withdrawn","Phase 3","Sponsor decision"
"aripiprazole","DB01238","Bipolar Disorder","C0005586","NCT01520350","Terminated","Phase 3","recruitment issues"
"oxytocin","DB00107","Malignant neoplasm of breast","C0006142","NCT02127073","Suspended","Phase 2","Need funding and scientific collaborator"
"insulin glargine","DB00030","Diabetes Mellitus, Non-Insulin-Dependent","C0011860","NCT00282971","Terminated","Phase 3","Terminated as marketing of this product will be discontinued"
"cyclophosphamide","DB00531","Crohn Disease","C0010346","NCT01836289","Withdrawn","Phase 1/Phase 2","Too difficult to recruit given new Crohn's medications approved"
"gabapentin","DB00996","Chronic pain","C0150055","NCT01675960","Terminated","Phase 2","unable to enroll"
"carboplatin","DB00958","Glioblastoma Multiforme","C1621958","NCT01386710","Suspended","Phase 1/Phase 2","PI left previous institution study will reopen at new institution."
NA,"DB00112","Glioblastoma Multiforme","C1621958","NCT01386710","Suspended","Phase 1/Phase 2","PI left previous institution study will reopen at new institution."
"azithromycin","DB00207","Blepharoconjunctivitis","C0005743","NCT00754949","Withdrawn","Phase 3",NA
NA,"DB01234","Blepharoconjunctivitis","C0005743","NCT00754949","Withdrawn","Phase 3",NA
"letrozole","DB01006","Malignant neoplasm of breast","C0006142","NCT00403182","Withdrawn","Phase 3","study halted prematurely, prior to enrollment of first participant"
"tapentadol","DB06204","Pain","C0030193","NCT00986258","Terminated","Phase 3","This clinical trial was terminated early, due to slow recruitment and study drug shortages."
"tapentadol","DB06204","Chronic pain","C0150055","NCT00986258","Terminated","Phase 3","This clinical trial was terminated early, due to slow recruitment and study drug shortages."
"letrozole","DB01006","Malignant neoplasm of breast","C0006142","NCT02585388","Terminated","Phase 2","Treatment toxicity"
NA,"DB01217","Malignant neoplasm of breast","C0006142","NCT02585388","Terminated","Phase 2","Treatment toxicity"
NA,"DB00361","Malignant neoplasm of breast","C0006142","NCT02585388","Terminated","Phase 2","Treatment toxicity"
"dronabinol","DB00470","Chronic pain","C0150055","NCT02683018","Withdrawn","Phase 1","funding"
"reboxetine","DB00234","Fibromyalgia","C0016053","NCT00607256","Terminated","Phase 3",NA
"ofloxacin","DB01165","Ocular Hypertension","C0028840","NCT04005079","Withdrawn","Phase 3","not performing Trabectomes"
NA,"DB01085","Ocular Hypertension","C0028840","NCT04005079","Withdrawn","Phase 3","not performing Trabectomes"
NA,"DB00860","Ocular Hypertension","C0028840","NCT04005079","Withdrawn","Phase 3","not performing Trabectomes"
"trabectedin","DB05109","leiomyosarcoma","C0023269","NCT03437070","Withdrawn","Phase 1","Sponsor Decision"
NA,"DB00997","leiomyosarcoma","C0023269","NCT03437070","Withdrawn","Phase 1","Sponsor Decision"
"propranolol","DB00571","Hemangioma","C0018916","NCT01743885","Terminated","Phase 3",NA
NA,"DB01193","Hemangioma","C0018916","NCT01743885","Terminated","Phase 3",NA
"norepinephrine","DB00368","Alopecia","C0002170","NCT01367990","Terminated","Phase 1","Study site has terminated the study due to the complexity of the study"
"asparaginase","DB00023","Multiple Myeloma","C0026764","NCT00837200","Terminated","Phase 2","PI said to close accrual do to funding"
NA,"DB00997","Multiple Myeloma","C0026764","NCT00837200","Terminated","Phase 2","PI said to close accrual do to funding"
"paclitaxel","DB01229","Metastatic urothelial carcinoma","C4288754","NCT04579224","Suspended","Phase 3","Other - New treatment available, eliminating Arm 2"
NA,"DB01248","Metastatic urothelial carcinoma","C4288754","NCT04579224","Suspended","Phase 3","Other - New treatment available, eliminating Arm 2"
"paclitaxel","DB01229","Non-Small Cell Lung Carcinoma","C0007131","NCT00787852","Terminated","Phase 1","for efficacy and safety reasons"
NA,"DB01254","Non-Small Cell Lung Carcinoma","C0007131","NCT00787852","Terminated","Phase 1","for efficacy and safety reasons"
"nitric oxide","DB00435","Pulmonary Hypertension","C0020542","NCT03135860","Terminated","Early Phase 1","This was an exploratory open-label study and has met its initial objectives"
"pamidronic acid","DB00282","Osteoporosis","C0029456","NCT00022841","Terminated","Phase 1/Phase 2","Inadequate eligible subjects to expect sufficient numbers to analyse outcomes."
"latanoprost","DB00654","Ocular Hypertension","C0028840","NCT00143429","Withdrawn","Phase 2",NA
"domperidone","DB01184","Parkinson Disease","C0030567","NCT00305331","Terminated","Phase 2","lack of recruitment"
"domperidone","DB01184","Peripheral edema","C0085649","NCT00305331","Terminated","Phase 2","lack of recruitment"
"ranibizumab","DB01270","Glaucoma","C0017601","NCT00727038","Withdrawn","Phase 1/Phase 2","Company withdrew funding/sponsorship"
"ranibizumab","DB01270","Glaucoma, Neovascular","C0017609","NCT00727038","Withdrawn","Phase 1/Phase 2","Company withdrew funding/sponsorship"
"doxorubicin","DB00997","Rhabdomyosarcoma","C0035412","NCT02557854","Withdrawn","Phase 1","Lack of enrollment"
"doxorubicin","DB00997","Neuroblastoma","C0027819","NCT02557854","Withdrawn","Phase 1","Lack of enrollment"
"pioglitazone","DB01132","Nicotine Dependence","C0028043","NCT01395797","Terminated","Phase 1/Phase 2","The funding period ended."
"ascorbic acid","DB00126","Atrial Fibrillation","C0004238","NCT02762331","Terminated","Phase 1","Therapy shown effective by larger studies"
NA,"DB14482","Atrial Fibrillation","C0004238","NCT02762331","Terminated","Phase 1","Therapy shown effective by larger studies"
NA,"DB14483","Atrial Fibrillation","C0004238","NCT02762331","Terminated","Phase 1","Therapy shown effective by larger studies"
"ribavirin","DB00811","Hepatitis C, Chronic","C0524910","NCT01517308","Withdrawn","Phase 3","Time elapsed to require permissions and a recent paper showed a high efficacy of a 48-week regimen in this setting. It seems non-ethical to start this trial"
"quetiapine","DB01224","Schizophrenia","C0036341","NCT00857818","Terminated","Phase 3","Slow Accrual"
NA,"DB00734","Schizophrenia","C0036341","NCT00857818","Terminated","Phase 3","Slow Accrual"
NA,"DB01238","Schizophrenia","C0036341","NCT00857818","Terminated","Phase 3","Slow Accrual"
"quetiapine","DB01224","Schizoaffective Disorder","C0036337","NCT00857818","Terminated","Phase 3","Slow Accrual"
NA,"DB00734","Schizoaffective Disorder","C0036337","NCT00857818","Terminated","Phase 3","Slow Accrual"
NA,"DB01238","Schizoaffective Disorder","C0036337","NCT00857818","Terminated","Phase 3","Slow Accrual"
"quetiapine","DB01224","Bipolar I disorder","C0853193","NCT00857818","Terminated","Phase 3","Slow Accrual"
NA,"DB00734","Bipolar I disorder","C0853193","NCT00857818","Terminated","Phase 3","Slow Accrual"
NA,"DB01238","Bipolar I disorder","C0853193","NCT00857818","Terminated","Phase 3","Slow Accrual"
"etanercept","DB00005","Juvenile arthritis","C3495559","NCT00078806","Terminated","Phase 3","the study was terminated because of slow enrollment"
"acetylcysteine","DB06151","Obsessive-Compulsive Disorder","C0028768","NCT00539513","Terminated","Phase 2","Researchers terminated study due to limited enrollment."
"liraglutide","DB06655","Psoriasis","C0033860","NCT02472717","Withdrawn","Phase 2",NA
"abatacept","DB01281","Myasthenia Gravis","C0026896","NCT03059888","Terminated","Early Phase 1","Mutual decision of sponsor and investigator due to logistical challenges"
"gefitinib","DB00317","Non-Small Cell Lung Carcinoma","C0007131","NCT00268255","Withdrawn","Phase 1/Phase 2","Study never moved forward with accrual."
"haloperidol","DB00502","Nausea","C0027497","NCT01684969","Withdrawn","Early Phase 1","lack of accrual and funding is about to expire."
"haloperidol","DB00502","Vomiting","C0042963","NCT01684969","Withdrawn","Early Phase 1","lack of accrual and funding is about to expire."
"ondansetron","DB00904","Obsessive-Compulsive Disorder","C0028768","NCT01275248","Terminated","Phase 2","lack of efficacy"
"tamsulosin","DB00706","Prostatic Hypertrophy","C1739363","NCT01830829","Terminated","Phase 3","Difficulty in enrolling particpants"
NA,"DB01126","Prostatic Hypertrophy","C1739363","NCT01830829","Terminated","Phase 3","Difficulty in enrolling particpants"
"naltrexone","DB00704","Schizophrenia","C0036341","NCT03132571","Terminated","Phase 2","Study discontinued due to funding."
NA,"DB01156","Schizophrenia","C0036341","NCT03132571","Terminated","Phase 2","Study discontinued due to funding."
"naltrexone","DB00704","Obesity","C0028754","NCT03132571","Terminated","Phase 2","Study discontinued due to funding."
NA,"DB01156","Obesity","C0028754","NCT03132571","Terminated","Phase 2","Study discontinued due to funding."
"mycophenolate mofetil","DB01024","Thrombocytopenia due to platelet alloimmunization","C0272286","NCT02649504","Withdrawn","Phase 3",NA
NA,"DB00073","Thrombocytopenia due to platelet alloimmunization","C0272286","NCT02649504","Withdrawn","Phase 3",NA
NA,"DB01234","Thrombocytopenia due to platelet alloimmunization","C0272286","NCT02649504","Withdrawn","Phase 3",NA
"hydrochlorothiazide","DB00999","Obesity","C0028754","NCT01983462","Terminated","Phase 2","Funding expired"
NA,"DB00575","Obesity","C0028754","NCT01983462","Terminated","Phase 2","Funding expired"
"cyclophosphamide","DB00531","Malignant neoplasm of breast","C0006142","NCT02153905","Terminated","Phase 1/Phase 2","Slow, insufficient accrual."
"tranexamic acid","DB00302","Postpartum Hemorrhage","C0032797","NCT02026297","Terminated","Phase 2","funding and manpower unavailable, completion within a reasonable timeframe not possible."
"pemetrexed","DB00642","Non-Small Cell Lung Carcinoma","C0007131","NCT01836341","Withdrawn","Phase 1",NA
NA,"DB00958","Non-Small Cell Lung Carcinoma","C0007131","NCT01836341","Withdrawn","Phase 1",NA
NA,"DB08916","Non-Small Cell Lung Carcinoma","C0007131","NCT01836341","Withdrawn","Phase 1",NA
"sorafenib","DB00398","Kaposi Sarcoma","C0036220","NCT00287495","Terminated","Phase 1",NA
"erlotinib","DB00530","Non-Small Cell Lung Carcinoma","C0007131","NCT00940875","Terminated","Phase 2","Study was stopped due to slower than expected recruitment."
"insulin glargine","DB01307","Obesity","C0028754","NCT00656422","Terminated","Phase 3",NA
NA,"DB00030","Obesity","C0028754","NCT00656422","Terminated","Phase 3",NA
"nivolumab","DB09035","Non-Small Cell Lung Carcinoma","C0007131","NCT05005273","Terminated","Phase 2","The Study has been terminated due to safety reasons, adverse change in the risk/benefit."
NA,"DB06186","Non-Small Cell Lung Carcinoma","C0007131","NCT05005273","Terminated","Phase 2","The Study has been terminated due to safety reasons, adverse change in the risk/benefit."
"adalimumab","DB00051","Rheumatoid Arthritis","C0003873","NCT05379322","Withdrawn","Phase 3","Decision of the local healthcare authority"
NA,"DB00005","Rheumatoid Arthritis","C0003873","NCT05379322","Withdrawn","Phase 3","Decision of the local healthcare authority"
"lidocaine","DB00281","Pneumonia","C0032285","NCT03829618","Terminated","Phase 3","COVID lack of cases/recruitment"
"phenytoin","DB00252","Epilepsy","C0014544","NCT00598923","Terminated","Early Phase 1","End of funding and low enrollment"
NA,"DB00273","Epilepsy","C0014544","NCT00598923","Terminated","Early Phase 1","End of funding and low enrollment"
"isotretinoin","DB00982","Alzheimer's Disease","C0002395","NCT01560585","Terminated","Phase 1/Phase 2","Adverse events in 2/3 participants; study was halted but not restarted after this due to insufficnet funds as well"
"irinotecan","DB00762","Glioblastoma Multiforme","C1621958","NCT02060955","Terminated","Phase 2","Substantial design modifications required."
NA,"DB00112","Glioblastoma Multiforme","C1621958","NCT02060955","Terminated","Phase 2","Substantial design modifications required."
"infliximab","DB00065","Lupus Nephritis","C0024143","NCT00368264","Terminated","Phase 2/Phase 3","Failure to recruit patients with membranous lupus nephritis not previously treated with azathioprine ."
"salbutamol","DB01001","Asthma","C0004096","NCT01252758","Withdrawn","Phase 2",NA
"bortezomib","DB00188","Multiple Myeloma","C0026764","NCT01062230","Terminated","Phase 2","Slow accrual; PI left primary institution"
"bupivacaine","DB00297","Malignant neoplasm of breast","C0006142","NCT03388814","Withdrawn","Early Phase 1","Lack of Funding"
"lenalidomide","DB00480","Multiple Myeloma","C0026764","NCT03283046","Withdrawn","Phase 1","Similar to another study."
NA,"DB09035","Multiple Myeloma","C0026764","NCT03283046","Withdrawn","Phase 1","Similar to another study."
NA,"DB06186","Multiple Myeloma","C0026764","NCT03283046","Withdrawn","Phase 1","Similar to another study."
NA,"DB01234","Multiple Myeloma","C0026764","NCT03283046","Withdrawn","Phase 1","Similar to another study."
"lenalidomide","DB00480","Multiple Myeloma","C0026764","NCT01729338","Terminated","Phase 2",NA
NA,"DB00188","Multiple Myeloma","C0026764","NCT01729338","Terminated","Phase 2",NA
NA,"DB00531","Multiple Myeloma","C0026764","NCT01729338","Terminated","Phase 2",NA
"flecainide","DB01195","Atrial Fibrillation","C0004238","NCT00392106","Suspended","Phase 3","voluntarily by Sponsor to investigate an anticipated SAE"
NA,"DB01118","Atrial Fibrillation","C0004238","NCT00392106","Suspended","Phase 3","voluntarily by Sponsor to investigate an anticipated SAE"
NA,"DB01182","Atrial Fibrillation","C0004238","NCT00392106","Suspended","Phase 3","voluntarily by Sponsor to investigate an anticipated SAE"
"vinorelbine","DB00361","Malignant neoplasm of breast","C0006142","NCT00075673","Terminated","Phase 1",NA
NA,"DB00482","Malignant neoplasm of breast","C0006142","NCT00075673","Terminated","Phase 1",NA
"thalidomide","DB01041","Multiple Myeloma","C0026764","NCT03411031","Terminated","Phase 2","Sponsor no longer providing drug"
NA,"DB00480","Multiple Myeloma","C0026764","NCT03411031","Terminated","Phase 2","Sponsor no longer providing drug"
NA,"DB01234","Multiple Myeloma","C0026764","NCT03411031","Terminated","Phase 2","Sponsor no longer providing drug"
"prednicarbate","DB00860","Pemphigus","C0030807","NCT02613910","Terminated","Phase 3","Novartis has acquired the rights to ofatumumab and terminated the OPV116910 and OPV117059 studies. This decision is not linked to any safety consideration."
NA,"DB00635","Pemphigus","C0030807","NCT02613910","Terminated","Phase 3","Novartis has acquired the rights to ofatumumab and terminated the OPV116910 and OPV117059 studies. This decision is not linked to any safety consideration."
NA,"DB00316","Pemphigus","C0030807","NCT02613910","Terminated","Phase 3","Novartis has acquired the rights to ofatumumab and terminated the OPV116910 and OPV117059 studies. This decision is not linked to any safety consideration."
NA,"DB00341","Pemphigus","C0030807","NCT02613910","Terminated","Phase 3","Novartis has acquired the rights to ofatumumab and terminated the OPV116910 and OPV117059 studies. This decision is not linked to any safety consideration."
"melphalan","DB01042","Acute lymphoblastic leukemia - category","C1531702","NCT00961142","Terminated","Phase 2","slow recruitment"
NA,"DB04572","Acute lymphoblastic leukemia - category","C1531702","NCT00961142","Terminated","Phase 2","slow recruitment"
"epirubicin","DB00445","Malignant neoplasm of breast","C0006142","NCT02897050","Suspended","Phase 2",NA
NA,"DB00544","Malignant neoplasm of breast","C0006142","NCT02897050","Suspended","Phase 2",NA
NA,"DB01101","Malignant neoplasm of breast","C0006142","NCT02897050","Suspended","Phase 2",NA
NA,"DB00531","Malignant neoplasm of breast","C0006142","NCT02897050","Suspended","Phase 2",NA
NA,"DB01248","Malignant neoplasm of breast","C0006142","NCT02897050","Suspended","Phase 2",NA
"ustekinumab","DB05679","Dermatomyositis","C0011633","NCT03981744","Terminated","Phase 3","The study did not meet the primary endpoint."
"colecalciferol","DB00169","Multiple Sclerosis","C0026769","NCT01440062","Terminated","Phase 2",NA
"sirolimus","DB00877","Eosinophilic esophagitis","C0341106","NCT01814059","Terminated","Phase 1",NA
"colecalciferol","DB00169","Vitamin D Deficiency","C0042870","NCT04120064","Terminated","Phase 1","Covid19, not able to finish recruitment"
"tramadol","DB00193","Premature Ejaculation","C0033038","NCT00983151","Terminated","Phase 3",NA
"lapatinib","DB01259","Malignant neoplasm of breast","C0006142","NCT00499681","Terminated","Phase 2","slow accrual"
NA,"DB01006","Malignant neoplasm of breast","C0006142","NCT00499681","Terminated","Phase 2","slow accrual"
"bevacizumab","DB00112","Malignant neoplasm of breast","C0006142","NCT05431582","Withdrawn","Phase 1","No participants enrolled"
"sildenafil","DB00203","Muscular Dystrophy, Duchenne","C0013264","NCT01168908","Terminated","Phase 2","As recommended by the DSMB."
"dexamethasone phosphate","DB01234","Multiple Myeloma","C0026764","NCT02289222","Terminated","Phase 1/Phase 2","Due to the inclusion of an IMid in combination with pembrolizumab, Study Sponsor terminated the study."
"caffeine","DB00201","Migraine Disorders","C0149931","NCT03022838","Terminated","Phase 2/Phase 3","The study was terminated prematurely due to poor recruitment."
"octreotide","DB00104","Neuroblastoma","C0027819","NCT03013387","Withdrawn","Phase 2","This project has undergone a significant amount of updates and has been resubmitted under IRB# 201708778"
"prednisone","DB00635","Polymyalgia Rheumatica","C0032533","NCT02899026","Withdrawn","Phase 3","GSK decision to return rights to sirukumab to Janssen and discontinue sirukumab development in polymyalgia rheumatica."
"tamoxifen","DB00675","Malignant neoplasm of breast","C0006142","NCT00290654","Terminated","Phase 2","Unable to recruit further patients."
